,Producto,Toneladas,Mes,Año,Categoría
2605,Material Relaminable,4244.19998,Mar,2016,Materias Primas
2607,Horno Eléctrico,0.0,Mar,2016,Acero
2608,Convertidor al Oxígeno,0.0,Mar,2016,Acero
2610,HIERRO DE PRIMERA FUSIÓN,715808.4144880001,Mar,2016,Básicos
2611,Arrabio,343294.41448800004,Mar,2016,Básicos
2612,Fierro Esponja,372514.0,Mar,2016,Básicos
2613,Ferroaleaciones,18882.50016266667,Mar,2016,Básicos
2614,Granallas y Polvos,4188.291905,Mar,2016,Básicos
2616,Planchón,322995.622394,Mar,2016,Semiterminados
2617,"Lingotes, Palanquillas, etc.",12652.634868,Mar,2016,Semiterminados
2620,Placa,256538.56518099998,Mar,2016,Planos
2621,en Rollo,144257.147864,Mar,2016,Planos
2622,en Hoja,112281.417317,Mar,2016,Planos
2623,Lámina en Caliente,424122.70237300004,Mar,2016,Planos
2624,Lámina en Frío,340358.962809,Mar,2016,Planos
2625,Lámina con Recubrimiento,359960.851256,Mar,2016,Planos
2626,Lámina Galvanizada,318669.819972,Mar,2016,Planos
2627,Lámina Estañada (Hojalata),32932.406724,Mar,2016,Planos
2628,Lámina Cromada,14732.723487000001,Mar,2016,Planos
2629,Planos con Otros Recubiertos y Trabajos,-6374.098927000001,Mar,2016,Planos
2630,Planos de Acero al Silicio,16899.794197,Mar,2016,Planos
2631,Planos de Acero Aleado,117199.30185599999,Mar,2016,Planos
2632,Planos de Acero Inoxidable,50573.829738,Mar,2016,Planos
2633,"Cintas, Tiras y Flejes",795.1645390000001,Mar,2016,Planos
2635,Alambrón,196862.13691099998,Mar,2016,Largos
2636,Alambre y derivados,149936.37655,Mar,2016,Largos
2637,Alambre,154605.46765399998,Mar,2016,Largos
2638,Derivados de alambre,-4669.091104,Mar,2016,Largos
2639,Varilla Corrugada,288154.647448,Mar,2016,Largos
2640,Perfiles Estructurales (Caliente y Frío),67752.59225,Mar,2016,Largos
2641,Caliente,73538.650261,Mar,2016,Largos
2642,Frío,-5786.058010999999,Mar,2016,Largos
2643,Perfiles Comerciales formados en Caliente,38633.199628999995,Mar,2016,Largos
2644,Barras,130199.83219300004,Mar,2016,Largos
2645,Perfiles Inoxidables y Aleados,7756.9605950000005,Mar,2016,Largos
2646,Rieles,6253.122557,Mar,2016,Largos
2647,TUBOS CON Y SIN COSTURA,108776.39731199999,Mar,2016,Terminados
2648,Tubos sin Costura,31232.315328999997,Mar,2016,Terminados
2649,Tubos con Costura,77544.081983,Mar,2016,Terminados
2650,Tubos c/Costura ≤ 406.4 mm,42924.749285,Mar,2016,Terminados
2651,Tubos c/Costura > 406.4 mm,34619.332698,Mar,2016,Terminados
2653,Mineral de Hierro,916785.3530900001,Abr,2016,Materias Primas
2654,Carbón Mineral,1334632.486864,Abr,2016,Materias Primas
2655,Coque,202355.504779,Abr,2016,Materias Primas
2656,Chatarra,557047.9192925554,Abr,2016,Materias Primas
2657,Material Relaminable,1665.821,Abr,2016,Materias Primas
2659,Horno Eléctrico,0.0,Abr,2016,Acero
2660,Convertidor al Oxígeno,0.0,Abr,2016,Acero
2662,HIERRO DE PRIMERA FUSIÓN,810099.9220199999,Abr,2016,Básicos
2663,Arrabio,318534.91952,Abr,2016,Básicos
2664,Fierro Esponja,491565.0025,Abr,2016,Básicos
2665,Ferroaleaciones,20542.22267066667,Abr,2016,Básicos
2666,Granallas y Polvos,4490.094675,Abr,2016,Básicos
2668,Planchón,251601.94793400003,Abr,2016,Semiterminados
2669,"Lingotes, Palanquillas, etc.",24472.754559999998,Abr,2016,Semiterminados
2672,Placa,298855.23910799995,Abr,2016,Planos
2673,en Rollo,174710.94944799997,Abr,2016,Planos
2674,en Hoja,124144.28966,Abr,2016,Planos
2675,Lámina en Caliente,407786.866767,Abr,2016,Planos
2676,Lámina en Frío,384148.54833200003,Abr,2016,Planos
2677,Lámina con Recubrimiento,376685.745088,Abr,2016,Planos
2678,Lámina Galvanizada,333261.229972,Abr,2016,Planos
2679,Lámina Estañada (Hojalata),28849.080755,Abr,2016,Planos
2680,Lámina Cromada,17768.30072,Abr,2016,Planos
2681,Planos con Otros Recubiertos y Trabajos,-3192.8663589999996,Abr,2016,Planos
2682,Planos de Acero al Silicio,18221.799124,Abr,2016,Planos
2683,Planos de Acero Aleado,143807.15811599998,Abr,2016,Planos
2684,Planos de Acero Inoxidable,62053.96527400001,Abr,2016,Planos
2685,"Cintas, Tiras y Flejes",698.159512,Abr,2016,Planos
2687,Alambrón,204902.001541,Abr,2016,Largos
2688,Alambre y derivados,152324.166272,Abr,2016,Largos
2689,Alambre,157105.57474900002,Abr,2016,Largos
2690,Derivados de alambre,-4781.408476999998,Abr,2016,Largos
2691,Varilla Corrugada,345757.594094,Abr,2016,Largos
2692,Perfiles Estructurales (Caliente y Frío),78859.79243500001,Abr,2016,Largos
2693,Caliente,83684.78543300001,Abr,2016,Largos
2694,Frío,-4824.992998000001,Abr,2016,Largos
2695,Perfiles Comerciales formados en Caliente,26411.748316999998,Abr,2016,Largos
2696,Barras,98751.25163099999,Abr,2016,Largos
2697,Perfiles Inoxidables y Aleados,3346.9616840000003,Abr,2016,Largos
2698,Rieles,2948.869575,Abr,2016,Largos
2699,TUBOS CON Y SIN COSTURA,86983.19978599998,Abr,2016,Terminados
2700,Tubos sin Costura,19658.570686,Abr,2016,Terminados
2701,Tubos con Costura,67324.62909999999,Abr,2016,Terminados
2702,Tubos c/Costura ≤ 406.4 mm,34650.46249,Abr,2016,Terminados
2703,Tubos c/Costura > 406.4 mm,32674.16661,Abr,2016,Terminados
2705,Mineral de Hierro,844136.383966,May,2016,Materias Primas
2706,Carbón Mineral,1520081.1866390002,May,2016,Materias Primas
2707,Coque,166051.479196,May,2016,Materias Primas
2708,Chatarra,633148.6944325555,May,2016,Materias Primas
2709,Material Relaminable,3992.338584,May,2016,Materias Primas
2711,Horno Eléctrico,0.0,May,2016,Acero
2712,Convertidor al Oxígeno,0.0,May,2016,Acero
2714,HIERRO DE PRIMERA FUSIÓN,958787.147018,May,2016,Básicos
2715,Arrabio,378880.587018,May,2016,Básicos
2716,Fierro Esponja,579906.56,May,2016,Básicos
2717,Ferroaleaciones,21967.586346666667,May,2016,Básicos
2718,Granallas y Polvos,3891.190926,May,2016,Básicos
2720,Planchón,315868.90105499997,May,2016,Semiterminados
2721,"Lingotes, Palanquillas, etc.",24539.112294000006,May,2016,Semiterminados
2724,Placa,238131.7251539999,May,2016,Planos
2725,en Rollo,152097.5278589999,May,2016,Planos
2726,en Hoja,86034.19729499999,May,2016,Planos
2727,Lámina en Caliente,377537.440208,May,2016,Planos
2728,Lámina en Frío,348795.1106,May,2016,Planos
2729,Lámina con Recubrimiento,387338.490138,May,2016,Planos
2730,Lámina Galvanizada,344490.696087,May,2016,Planos
2731,Lámina Estañada (Hojalata),34643.92166,May,2016,Planos
2732,Lámina Cromada,9119.146861,May,2016,Planos
2733,Planos con Otros Recubiertos y Trabajos,-915.2744700000003,May,2016,Planos
2734,Planos de Acero al Silicio,9998.980673999999,May,2016,Planos
2735,Planos de Acero Aleado,116003.08021799999,May,2016,Planos
2736,Planos de Acero Inoxidable,66982.726422,May,2016,Planos
2737,"Cintas, Tiras y Flejes",374.98511599999995,May,2016,Planos
2739,Alambrón,204669.762133,May,2016,Largos
2740,Alambre y derivados,157815.48227299997,May,2016,Largos
2741,Alambre,164073.329489,May,2016,Largos
2742,Derivados de alambre,-6257.847216000001,May,2016,Largos
2743,Varilla Corrugada,318366.66208499996,May,2016,Largos
2744,Perfiles Estructurales (Caliente y Frío),72302.94239,May,2016,Largos
2745,Caliente,79676.522971,May,2016,Largos
2746,Frío,-7373.580581,May,2016,Largos
2747,Perfiles Comerciales formados en Caliente,35191.160914,May,2016,Largos
2748,Barras,115427.783739,May,2016,Largos
2749,Perfiles Inoxidables y Aleados,2851.173,May,2016,Largos
2750,Rieles,2081.934803,May,2016,Largos
2751,TUBOS CON Y SIN COSTURA,103947.08689699999,May,2016,Terminados
2752,Tubos sin Costura,17585.594297999996,May,2016,Terminados
2753,Tubos con Costura,86361.49259899999,May,2016,Terminados
2754,Tubos c/Costura ≤ 406.4 mm,37118.765037,May,2016,Terminados
2755,Tubos c/Costura > 406.4 mm,49242.727562,May,2016,Terminados
2757,Mineral de Hierro,1222725.926875,Jun,2016,Materias Primas
2758,Carbón Mineral,1205457.853508,Jun,2016,Materias Primas
2759,Coque,188806.163292,Jun,2016,Materias Primas
2760,Chatarra,661548.1613045556,Jun,2016,Materias Primas
2761,Material Relaminable,3047.928,Jun,2016,Materias Primas
2763,Horno Eléctrico,0.0,Jun,2016,Acero
2764,Convertidor al Oxígeno,0.0,Jun,2016,Acero
2766,HIERRO DE PRIMERA FUSIÓN,1003361.4672060001,Jun,2016,Básicos
2767,Arrabio,435716.466176,Jun,2016,Básicos
2768,Fierro Esponja,567645.00103,Jun,2016,Básicos
2769,Ferroaleaciones,25989.658851666667,Jun,2016,Básicos
2770,Granallas y Polvos,4807.0515159999995,Jun,2016,Básicos
2772,Planchón,330076.19456,Jun,2016,Semiterminados
2773,"Lingotes, Palanquillas, etc.",6478.07989,Jun,2016,Semiterminados
2776,Placa,249094.6250799999,Jun,2016,Planos
2777,en Rollo,136917.47471299992,Jun,2016,Planos
2778,en Hoja,112177.15036700001,Jun,2016,Planos
2779,Lámina en Caliente,381038.07611200004,Jun,2016,Planos
2780,Lámina en Frío,319246.560759,Jun,2016,Planos
2781,Lámina con Recubrimiento,338959.326549,Jun,2016,Planos
2782,Lámina Galvanizada,301884.99267099996,Jun,2016,Planos
2783,Lámina Estañada (Hojalata),25407.598466,Jun,2016,Planos
2784,Lámina Cromada,11186.440676,Jun,2016,Planos
2785,Planos con Otros Recubiertos y Trabajos,480.29473599999983,Jun,2016,Planos
2786,Planos de Acero al Silicio,17574.168654000005,Jun,2016,Planos
2787,Planos de Acero Aleado,104435.72209800003,Jun,2016,Planos
2788,Planos de Acero Inoxidable,49012.20637200001,Jun,2016,Planos
2789,"Cintas, Tiras y Flejes",164.9205890000003,Jun,2016,Planos
2791,Alambrón,219389.797902,Jun,2016,Largos
2792,Alambre y derivados,182849.133577,Jun,2016,Largos
2793,Alambre,187008.87433499997,Jun,2016,Largos
2794,Derivados de alambre,-4159.7407579999945,Jun,2016,Largos
2795,Varilla Corrugada,349822.86997,Jun,2016,Largos
2796,Perfiles Estructurales (Caliente y Frío),85027.4670155,Jun,2016,Largos
2797,Caliente,91065.6765815,Jun,2016,Largos
2798,Frío,-6038.209566,Jun,2016,Largos
2799,Perfiles Comerciales formados en Caliente,33581.456093,Jun,2016,Largos
2800,Barras,107150.592246,Jun,2016,Largos
2801,Perfiles Inoxidables y Aleados,4388.3344210000005,Jun,2016,Largos
2802,Rieles,3523.48335,Jun,2016,Largos
2803,TUBOS CON Y SIN COSTURA,115152.23844800002,Jun,2016,Terminados
2804,Tubos sin Costura,3217.856376000018,Jun,2016,Terminados
2805,Tubos con Costura,111934.38207200001,Jun,2016,Terminados
2806,Tubos c/Costura ≤ 406.4 mm,31376.594177000006,Jun,2016,Terminados
2807,Tubos c/Costura > 406.4 mm,80557.787895,Jun,2016,Terminados
2809,Mineral de Hierro,859548.863245,Jul,2016,Materias Primas
2810,Carbón Mineral,1362893.345127,Jul,2016,Materias Primas
2811,Coque,172692.7438,Jul,2016,Materias Primas
2812,Chatarra,689147.5518265555,Jul,2016,Materias Primas
2813,Material Relaminable,1988.3632659999998,Jul,2016,Materias Primas
2815,Horno Eléctrico,0.0,Jul,2016,Acero
2816,Convertidor al Oxígeno,0.0,Jul,2016,Acero
2818,HIERRO DE PRIMERA FUSIÓN,988892.663103,Jul,2016,Básicos
2819,Arrabio,488076.118103,Jul,2016,Básicos
2820,Fierro Esponja,500816.545,Jul,2016,Básicos
2821,Ferroaleaciones,22601.799688666673,Jul,2016,Básicos
2822,Granallas y Polvos,4968.749771000001,Jul,2016,Básicos
2824,Planchón,207743.54733600002,Jul,2016,Semiterminados
2825,"Lingotes, Palanquillas, etc.",-8031.021729000001,Jul,2016,Semiterminados
2828,Placa,256651.02989099998,Jul,2016,Planos
2829,en Rollo,143029.53657099998,Jul,2016,Planos
2830,en Hoja,113621.49332000001,Jul,2016,Planos
2831,Lámina en Caliente,383854.42170999997,Jul,2016,Planos
2832,Lámina en Frío,331292.101407,Jul,2016,Planos
2833,Lámina con Recubrimiento,352166.58799300005,Jul,2016,Planos
2834,Lámina Galvanizada,312614.3408,Jul,2016,Planos
2835,Lámina Estañada (Hojalata),25859.956804999998,Jul,2016,Planos
2836,Lámina Cromada,11493.189849,Jul,2016,Planos
2837,Planos con Otros Recubiertos y Trabajos,2199.100538999999,Jul,2016,Planos
2838,Planos de Acero al Silicio,14503.214726,Jul,2016,Planos
2839,Planos de Acero Aleado,126850.72987200001,Jul,2016,Planos
2840,Planos de Acero Inoxidable,56343.462938,Jul,2016,Planos
2841,"Cintas, Tiras y Flejes",-317.592165,Jul,2016,Planos
2843,Alambrón,233331.873856,Jul,2016,Largos
2844,Alambre y derivados,185569.68189100001,Jul,2016,Largos
2845,Alambre,188066.02496,Jul,2016,Largos
2846,Derivados de alambre,-2496.3430689999986,Jul,2016,Largos
2847,Varilla Corrugada,353267.857197,Jul,2016,Largos
2848,Perfiles Estructurales (Caliente y Frío),78052.787029,Jul,2016,Largos
2849,Caliente,82334.078905,Jul,2016,Largos
2850,Frío,-4281.291876000001,Jul,2016,Largos
2851,Perfiles Comerciales formados en Caliente,38381.221121999995,Jul,2016,Largos
2852,Barras,109524.81359300001,Jul,2016,Largos
2853,Perfiles Inoxidables y Aleados,1672.513288,Jul,2016,Largos
2854,Rieles,6952.262645,Jul,2016,Largos
2855,TUBOS CON Y SIN COSTURA,100992.67739399997,Jul,2016,Terminados
2856,Tubos sin Costura,17302.561097999984,Jul,2016,Terminados
2857,Tubos con Costura,83690.116296,Jul,2016,Terminados
2858,Tubos c/Costura ≤ 406.4 mm,39314.988234000004,Jul,2016,Terminados
2859,Tubos c/Costura > 406.4 mm,44375.128061999996,Jul,2016,Terminados
2861,Mineral de Hierro,910680.263525,Ago,2016,Materias Primas
2862,Carbón Mineral,1462297.532976,Ago,2016,Materias Primas
2863,Coque,209517.492224,Ago,2016,Materias Primas
2864,Chatarra,690872.5798515555,Ago,2016,Materias Primas
2865,Material Relaminable,1685.276237,Ago,2016,Materias Primas
2867,Horno Eléctrico,0.0,Ago,2016,Acero
2868,Convertidor al Oxígeno,0.0,Ago,2016,Acero
2870,HIERRO DE PRIMERA FUSIÓN,972758.959645,Ago,2016,Básicos
2871,Arrabio,420286.120645,Ago,2016,Básicos
2872,Fierro Esponja,552472.839,Ago,2016,Básicos
2873,Ferroaleaciones,26517.023007666667,Ago,2016,Básicos
2874,Granallas y Polvos,5323.137031,Ago,2016,Básicos
2876,Planchón,233997.360055,Ago,2016,Semiterminados
2877,"Lingotes, Palanquillas, etc.",3482.385001999999,Ago,2016,Semiterminados
2880,Placa,249022.1520550001,Ago,2016,Planos
2881,en Rollo,141055.9354400001,Ago,2016,Planos
2882,en Hoja,107966.21661500001,Ago,2016,Planos
2883,Lámina en Caliente,416091.078392,Ago,2016,Planos
2884,Lámina en Frío,333902.57862800005,Ago,2016,Planos
2885,Lámina con Recubrimiento,365809.333877,Ago,2016,Planos
2886,Lámina Galvanizada,325355.29197300004,Ago,2016,Planos
2887,Lámina Estañada (Hojalata),23071.407487,Ago,2016,Planos
2888,Lámina Cromada,16661.387584,Ago,2016,Planos
2889,Planos con Otros Recubiertos y Trabajos,721.2468330000011,Ago,2016,Planos
2890,Planos de Acero al Silicio,15048.330614999999,Ago,2016,Planos
2891,Planos de Acero Aleado,159272.85190599994,Ago,2016,Planos
2892,Planos de Acero Inoxidable,66444.41984300001,Ago,2016,Planos
2893,"Cintas, Tiras y Flejes",350.09718299999986,Ago,2016,Planos
2895,Alambrón,213559.40236900002,Ago,2016,Largos
2896,Alambre y derivados,176193.29083299998,Ago,2016,Largos
2897,Alambre,179075.977542,Ago,2016,Largos
2898,Derivados de alambre,-2882.6867090000032,Ago,2016,Largos
2899,Varilla Corrugada,320583.376953,Ago,2016,Largos
2900,Perfiles Estructurales (Caliente y Frío),83853.842037,Ago,2016,Largos
2901,Caliente,87512.700349,Ago,2016,Largos
2902,Frío,-3658.8583120000003,Ago,2016,Largos
2903,Perfiles Comerciales formados en Caliente,34576.334924,Ago,2016,Largos
2904,Barras,115527.535642,Ago,2016,Largos
2905,Perfiles Inoxidables y Aleados,4225.8557630000005,Ago,2016,Largos
2906,Rieles,1573.303269,Ago,2016,Largos
2907,TUBOS CON Y SIN COSTURA,127968.87097500003,Ago,2016,Terminados
2908,Tubos sin Costura,13272.059962,Ago,2016,Terminados
2909,Tubos con Costura,114696.81101300003,Ago,2016,Terminados
2910,Tubos c/Costura ≤ 406.4 mm,51811.599747000015,Ago,2016,Terminados
2911,Tubos c/Costura > 406.4 mm,62885.211266000006,Ago,2016,Terminados
2913,Mineral de Hierro,1053478.146381,Sep,2016,Materias Primas
2914,Carbón Mineral,1348275.026896,Sep,2016,Materias Primas
2915,Coque,190600.829142,Sep,2016,Materias Primas
2916,Chatarra,789276.1610335555,Sep,2016,Materias Primas
2917,Material Relaminable,3515.6978329999997,Sep,2016,Materias Primas
2919,Horno Eléctrico,0.0,Sep,2016,Acero
2920,Convertidor al Oxígeno,0.0,Sep,2016,Acero
2922,HIERRO DE PRIMERA FUSIÓN,1001794.590703,Sep,2016,Básicos
2923,Arrabio,473265.140703,Sep,2016,Básicos
2924,Fierro Esponja,528529.45,Sep,2016,Básicos
2925,Ferroaleaciones,23524.91569966667,Sep,2016,Básicos
2926,Granallas y Polvos,4679.197286,Sep,2016,Básicos
2928,Planchón,275005.467376,Sep,2016,Semiterminados
2929,"Lingotes, Palanquillas, etc.",3512.5975350000003,Sep,2016,Semiterminados
2932,Placa,252699.2520160001,Sep,2016,Planos
2933,en Rollo,147781.5672790001,Sep,2016,Planos
2934,en Hoja,104917.684737,Sep,2016,Planos
2935,Lámina en Caliente,371693.174544,Sep,2016,Planos
2936,Lámina en Frío,358301.88614099997,Sep,2016,Planos
2937,Lámina con Recubrimiento,360766.198394,Sep,2016,Planos
2938,Lámina Galvanizada,324637.22852,Sep,2016,Planos
2939,Lámina Estañada (Hojalata),23210.730423,Sep,2016,Planos
2940,Lámina Cromada,14473.803344,Sep,2016,Planos
2941,Planos con Otros Recubiertos y Trabajos,-1555.5638929999986,Sep,2016,Planos
2942,Planos de Acero al Silicio,19608.452131000002,Sep,2016,Planos
2943,Planos de Acero Aleado,93493.437049,Sep,2016,Planos
2944,Planos de Acero Inoxidable,57592.811585999996,Sep,2016,Planos
2945,"Cintas, Tiras y Flejes",849.6246419999999,Sep,2016,Planos
2947,Alambrón,212699.065847,Sep,2016,Largos
2948,Alambre y derivados,182105.158638,Sep,2016,Largos
2949,Alambre,172191.75916299998,Sep,2016,Largos
2950,Derivados de alambre,9913.399475000007,Sep,2016,Largos
2951,Varilla Corrugada,309464.605445,Sep,2016,Largos
2952,Perfiles Estructurales (Caliente y Frío),96340.316955,Sep,2016,Largos
2953,Caliente,101189.281335,Sep,2016,Largos
2954,Frío,-4848.964380000001,Sep,2016,Largos
2955,Perfiles Comerciales formados en Caliente,34231.814782,Sep,2016,Largos
2956,Barras,117049.0396,Sep,2016,Largos
2957,Perfiles Inoxidables y Aleados,5647.849112,Sep,2016,Largos
2958,Rieles,3123.11339,Sep,2016,Largos
2959,TUBOS CON Y SIN COSTURA,165306.052227,Sep,2016,Terminados
2960,Tubos sin Costura,19905.352738999987,Sep,2016,Terminados
2961,Tubos con Costura,145400.699488,Sep,2016,Terminados
2962,Tubos c/Costura ≤ 406.4 mm,54083.73886299999,Sep,2016,Terminados
2963,Tubos c/Costura > 406.4 mm,91316.960625,Sep,2016,Terminados
2965,Mineral de Hierro,963979.7726810001,Oct,2016,Materias Primas
2966,Carbón Mineral,1538076.890173,Oct,2016,Materias Primas
2967,Coque,215031.63344099998,Oct,2016,Materias Primas
2968,Chatarra,631215.6166895555,Oct,2016,Materias Primas
2969,Material Relaminable,2027.136,Oct,2016,Materias Primas
2971,Horno Eléctrico,0.0,Oct,2016,Acero
2972,Convertidor al Oxígeno,0.0,Oct,2016,Acero
2974,HIERRO DE PRIMERA FUSIÓN,1005513.03218,Oct,2016,Básicos
2975,Arrabio,533646.03018,Oct,2016,Básicos
2976,Fierro Esponja,471867.002,Oct,2016,Básicos
2977,Ferroaleaciones,23607.431399666668,Oct,2016,Básicos
2978,Granallas y Polvos,4134.346809000001,Oct,2016,Básicos
2980,Planchón,351295.775503,Oct,2016,Semiterminados
2981,"Lingotes, Palanquillas, etc.",9206.053616,Oct,2016,Semiterminados
2984,Placa,275959.102672,Oct,2016,Planos
2985,en Rollo,155805.595866,Oct,2016,Planos
2986,en Hoja,120153.506806,Oct,2016,Planos
2987,Lámina en Caliente,355780.367939,Oct,2016,Planos
2988,Lámina en Frío,330728.89387,Oct,2016,Planos
2989,Lámina con Recubrimiento,389051.784621,Oct,2016,Planos
2990,Lámina Galvanizada,350988.950452,Oct,2016,Planos
2991,Lámina Estañada (Hojalata),23286.560021999998,Oct,2016,Planos
2992,Lámina Cromada,16976.839989,Oct,2016,Planos
2993,Planos con Otros Recubiertos y Trabajos,-2200.565841999998,Oct,2016,Planos
2994,Planos de Acero al Silicio,11773.199425,Oct,2016,Planos
2995,Planos de Acero Aleado,116584.96758899998,Oct,2016,Planos
2996,Planos de Acero Inoxidable,62656.580352,Oct,2016,Planos
