,Producto,Toneladas,Mes,Año,Categoría
4163,Coque,173914.401265,Sep,2018,Materias Primas
4164,Chatarra,892685.825208357,Sep,2018,Materias Primas
4165,Material Relaminable,3269.482807,Sep,2018,Materias Primas
4167,Horno Eléctrico,0.0,Sep,2018,Acero
4168,Convertidor al Oxígeno,0.0,Sep,2018,Acero
4170,HIERRO DE PRIMERA FUSIÓN,952012.6119289999,Sep,2018,Básicos
4171,Arrabio,415498.80934567,Sep,2018,Básicos
4172,Fierro Esponja,536513.80258333,Sep,2018,Básicos
4173,Ferroaleaciones,26987.707502,Sep,2018,Básicos
4174,Granallas y Polvos,4900.513453099999,Sep,2018,Básicos
4176,Planchón,245740.67589250003,Sep,2018,Semiterminados
4177,"Lingotes, Palanquillas, etc.",142703.83693599998,Sep,2018,Semiterminados
4180,Placa,259561.01902286644,Sep,2018,Planos
4181,en Rollo,152441.19930635847,Sep,2018,Planos
4182,en Hoja,107119.81971650796,Sep,2018,Planos
4183,Lámina en Caliente,322067.6785566,Sep,2018,Planos
4184,Lámina en Frío,320261.53165917,Sep,2018,Planos
4185,Lámina con Recubrimiento,347839.83809943,Sep,2018,Planos
4186,Lámina Galvanizada,308355.23752743,Sep,2018,Planos
4187,Lámina Estañada (Hojalata),21784.946796,Sep,2018,Planos
4188,Lámina Cromada,15201.042940000001,Sep,2018,Planos
4189,Planos con Otros Recubiertos y Trabajos,2498.610835999999,Sep,2018,Planos
4190,Planos de Acero al Silicio,22056.102468,Sep,2018,Planos
4191,Planos de Acero Aleado,134839.14252589998,Sep,2018,Planos
4192,Planos de Acero Inoxidable,63006.5249383,Sep,2018,Planos
4193,"Cintas, Tiras y Flejes",701.1759212999999,Sep,2018,Planos
4195,Alambrón,181139.39842963,Sep,2018,Largos
4196,Alambre y derivados,145851.5362981,Sep,2018,Largos
4197,Alambre,150285.3328689,Sep,2018,Largos
4198,Derivados de alambre,-4433.796570799999,Sep,2018,Largos
4199,Varilla Corrugada,270350.40426433,Sep,2018,Largos
4200,Perfiles Estructurales (Caliente y Frío),78522.2973181,Sep,2018,Largos
4201,Caliente,82728.5764663,Sep,2018,Largos
4202,Frío,-4206.279148199999,Sep,2018,Largos
4203,Perfiles Comerciales formados en Caliente,43834.2311303,Sep,2018,Largos
4204,Barras,117107.071141067,Sep,2018,Largos
4205,Perfiles Inoxidables y Aleados,1030.3264689999999,Sep,2018,Largos
4206,Rieles,2668.926995,Sep,2018,Largos
4207,TUBOS CON Y SIN COSTURA,72897.451542467,Sep,2018,Terminados
4208,Tubos sin Costura,19915.92571129999,Sep,2018,Terminados
4209,Tubos con Costura,52981.525831167004,Sep,2018,Terminados
4210,Tubos c/Costura ≤ 406.4 mm,41465.231350667,Sep,2018,Terminados
4211,Tubos c/Costura > 406.4 mm,11516.294480499997,Sep,2018,Terminados
4213,Mineral de Hierro,1072348.67478,Oct,2018,Materias Primas
4214,Carbón Mineral,1701846.161628,Oct,2018,Materias Primas
4215,Coque,184492.59461,Oct,2018,Materias Primas
4216,Chatarra,907654.755208357,Oct,2018,Materias Primas
4217,Material Relaminable,2668.01745,Oct,2018,Materias Primas
4219,Horno Eléctrico,0.0,Oct,2018,Acero
4220,Convertidor al Oxígeno,0.0,Oct,2018,Acero
4222,HIERRO DE PRIMERA FUSIÓN,852723.1617,Oct,2018,Básicos
4223,Arrabio,284655.31611667003,Oct,2018,Básicos
4224,Fierro Esponja,568067.84558333,Oct,2018,Básicos
4225,Ferroaleaciones,27227.004119,Oct,2018,Básicos
4226,Granallas y Polvos,5642.1598348,Oct,2018,Básicos
4228,Planchón,290991.42616730003,Oct,2018,Semiterminados
4229,"Lingotes, Palanquillas, etc.",141741.125705,Oct,2018,Semiterminados
4232,Placa,296768.5573819664,Oct,2018,Planos
4233,en Rollo,167656.93930935845,Oct,2018,Planos
4234,en Hoja,129111.61807260796,Oct,2018,Planos
4235,Lámina en Caliente,378415.1466114,Oct,2018,Planos
4236,Lámina en Frío,332402.55708507,Oct,2018,Planos
4237,Lámina con Recubrimiento,399275.69022143,Oct,2018,Planos
4238,Lámina Galvanizada,352493.66198503,Oct,2018,Planos
4239,Lámina Estañada (Hojalata),31617.523052999997,Oct,2018,Planos
4240,Lámina Cromada,11425.981660000001,Oct,2018,Planos
4241,Planos con Otros Recubiertos y Trabajos,3738.523523400001,Oct,2018,Planos
4242,Planos de Acero al Silicio,25198.238909,Oct,2018,Planos
4243,Planos de Acero Aleado,137694.6129975,Oct,2018,Planos
4244,Planos de Acero Inoxidable,66744.8291304,Oct,2018,Planos
4245,"Cintas, Tiras y Flejes",1650.8265649,Oct,2018,Planos
4247,Alambrón,217221.12629033,Oct,2018,Largos
4248,Alambre y derivados,164716.0068556,Oct,2018,Largos
4249,Alambre,169194.57748130002,Oct,2018,Largos
4250,Derivados de alambre,-4478.5706257000065,Oct,2018,Largos
4251,Varilla Corrugada,295804.73972633004,Oct,2018,Largos
4252,Perfiles Estructurales (Caliente y Frío),88348.5039401,Oct,2018,Largos
4253,Caliente,93114.00100680001,Oct,2018,Largos
4254,Frío,-4765.497066700002,Oct,2018,Largos
4255,Perfiles Comerciales formados en Caliente,41542.5520505,Oct,2018,Largos
4256,Barras,130615.76836216598,Oct,2018,Largos
4257,Perfiles Inoxidables y Aleados,2099.1946328,Oct,2018,Largos
4258,Rieles,4892.369087,Oct,2018,Largos
4259,TUBOS CON Y SIN COSTURA,100356.23610226702,Oct,2018,Terminados
4260,Tubos sin Costura,48488.16598990001,Oct,2018,Terminados
4261,Tubos con Costura,51868.07011236701,Oct,2018,Terminados
4262,Tubos c/Costura ≤ 406.4 mm,45844.44352236701,Oct,2018,Terminados
4263,Tubos c/Costura > 406.4 mm,6023.62659,Oct,2018,Terminados
4265,Mineral de Hierro,448246.42461399996,Nov,2018,Materias Primas
4266,Carbón Mineral,1586350.0415780002,Nov,2018,Materias Primas
4267,Coque,208864.63225999998,Nov,2018,Materias Primas
4268,Chatarra,807942.355208357,Nov,2018,Materias Primas
4269,Material Relaminable,2161.912405,Nov,2018,Materias Primas
4271,Horno Eléctrico,0.0,Nov,2018,Acero
4272,Convertidor al Oxígeno,0.0,Nov,2018,Acero
4274,HIERRO DE PRIMERA FUSIÓN,927552.856472,Nov,2018,Básicos
4275,Arrabio,369809.39458867,Nov,2018,Básicos
4276,Fierro Esponja,557743.46188333,Nov,2018,Básicos
4277,Ferroaleaciones,30551.036516,Nov,2018,Básicos
4278,Granallas y Polvos,5542.844653499999,Nov,2018,Básicos
4280,Planchón,128152.75413239998,Nov,2018,Semiterminados
4281,"Lingotes, Palanquillas, etc.",131314.58895980002,Nov,2018,Semiterminados
4284,Placa,250955.08996966644,Nov,2018,Planos
4285,en Rollo,135395.9885283585,Nov,2018,Planos
4286,en Hoja,115559.10144130795,Nov,2018,Planos
4287,Lámina en Caliente,364035.2591003,Nov,2018,Planos
4288,Lámina en Frío,344740.21058337,Nov,2018,Planos
4289,Lámina con Recubrimiento,403128.74495253,Nov,2018,Planos
4290,Lámina Galvanizada,353336.14796163,Nov,2018,Planos
4291,Lámina Estañada (Hojalata),25408.348485199997,Nov,2018,Planos
4292,Lámina Cromada,20029.968752,Nov,2018,Planos
4293,Planos con Otros Recubiertos y Trabajos,4354.279753700001,Nov,2018,Planos
4294,Planos de Acero al Silicio,33193.122188,Nov,2018,Planos
4295,Planos de Acero Aleado,149046.4231832,Nov,2018,Planos
4296,Planos de Acero Inoxidable,56026.505665599994,Nov,2018,Planos
4297,"Cintas, Tiras y Flejes",1894.855487,Nov,2018,Planos
4299,Alambrón,179178.89469243,Nov,2018,Largos
4300,Alambre y derivados,156291.2195363,Nov,2018,Largos
4301,Alambre,160567.5064422,Nov,2018,Largos
4302,Derivados de alambre,-4276.286905900005,Nov,2018,Largos
4303,Varilla Corrugada,210554.00270273,Nov,2018,Largos
4304,Perfiles Estructurales (Caliente y Frío),71067.6612747,Nov,2018,Largos
4305,Caliente,74852.2726112,Nov,2018,Largos
4306,Frío,-3784.6113365,Nov,2018,Largos
4307,Perfiles Comerciales formados en Caliente,41836.6203447,Nov,2018,Largos
4308,Barras,134115.433159867,Nov,2018,Largos
4309,Perfiles Inoxidables y Aleados,747.5754148999999,Nov,2018,Largos
4310,Rieles,10040.985627600001,Nov,2018,Largos
4311,TUBOS CON Y SIN COSTURA,86397.585549367,Nov,2018,Terminados
4312,Tubos sin Costura,23191.698568299995,Nov,2018,Terminados
4313,Tubos con Costura,63205.886981067,Nov,2018,Terminados
4314,Tubos c/Costura ≤ 406.4 mm,42777.720742867,Nov,2018,Terminados
4315,Tubos c/Costura > 406.4 mm,20428.1662382,Nov,2018,Terminados
4317,Mineral de Hierro,713214.515768,Dic,2018,Materias Primas
4318,Carbón Mineral,740567.02809,Dic,2018,Materias Primas
4319,Coque,139892.421025,Dic,2018,Materias Primas
4320,Chatarra,872415.325208357,Dic,2018,Materias Primas
4321,Material Relaminable,3286.8649130000003,Dic,2018,Materias Primas
4323,Horno Eléctrico,0.0,Dic,2018,Acero
4324,Convertidor al Oxígeno,0.0,Dic,2018,Acero
4326,HIERRO DE PRIMERA FUSIÓN,944053.870125,Dic,2018,Básicos
4327,Arrabio,380337.09554167,Dic,2018,Básicos
4328,Fierro Esponja,563716.77458333,Dic,2018,Básicos
4329,Ferroaleaciones,30005.758636,Dic,2018,Básicos
4330,Granallas y Polvos,5635.060431299999,Dic,2018,Básicos
4332,Planchón,215783.67129030003,Dic,2018,Semiterminados
4333,"Lingotes, Palanquillas, etc.",58547.3002994,Dic,2018,Semiterminados
4336,Placa,313794.43960486643,Dic,2018,Planos
4337,en Rollo,196481.79196435848,Dic,2018,Planos
4338,en Hoja,117312.64764050797,Dic,2018,Planos
4339,Lámina en Caliente,360806.9287442,Dic,2018,Planos
4340,Lámina en Frío,296615.13011456997,Dic,2018,Planos
4341,Lámina con Recubrimiento,339826.07917032996,Dic,2018,Planos
4342,Lámina Galvanizada,306742.29326512996,Dic,2018,Planos
4343,Lámina Estañada (Hojalata),24929.540385,Dic,2018,Planos
4344,Lámina Cromada,9512.45219,Dic,2018,Planos
4345,Planos con Otros Recubiertos y Trabajos,-1358.2066697999999,Dic,2018,Planos
4346,Planos de Acero al Silicio,12329.913246,Dic,2018,Planos
4347,Planos de Acero Aleado,137613.1399152,Dic,2018,Planos
4348,Planos de Acero Inoxidable,35784.796004200005,Dic,2018,Planos
4349,"Cintas, Tiras y Flejes",1086.624141,Dic,2018,Planos
4351,Alambrón,213930.09893323,Dic,2018,Largos
4352,Alambre y derivados,180882.2730617,Dic,2018,Largos
4353,Alambre,186816.9366617,Dic,2018,Largos
4354,Derivados de alambre,-5934.6636000000035,Dic,2018,Largos
4355,Varilla Corrugada,302653.06375333003,Dic,2018,Largos
4356,Perfiles Estructurales (Caliente y Frío),47833.2149958,Dic,2018,Largos
4357,Caliente,50779.2807728,Dic,2018,Largos
4358,Frío,-2946.0657770000007,Dic,2018,Largos
4359,Perfiles Comerciales formados en Caliente,30387.036909500006,Dic,2018,Largos
4360,Barras,113625.083050766,Dic,2018,Largos
4361,Perfiles Inoxidables y Aleados,1890.9594819000001,Dic,2018,Largos
4362,Rieles,21418.258878,Dic,2018,Largos
4363,TUBOS CON Y SIN COSTURA,46282.60892206704,Dic,2018,Terminados
4364,Tubos sin Costura,5363.18372760003,Dic,2018,Terminados
4365,Tubos con Costura,40919.42519446701,Dic,2018,Terminados
4366,Tubos c/Costura ≤ 406.4 mm,36496.668564267005,Dic,2018,Terminados
4367,Tubos c/Costura > 406.4 mm,4422.756630200001,Dic,2018,Terminados
4369,Mineral de Hierro,1001366.3113850001,Ene,2019,Materias Primas
4370,Carbón Mineral,1461324.137573,Ene,2019,Materias Primas
4371,Coque,177569.699218,Ene,2019,Materias Primas
4372,Chatarra,863010.707703064,Ene,2019,Materias Primas
4373,Material Relaminable,2916.133624,Ene,2019,Materias Primas
4375,Horno Eléctrico,0.0,Ene,2019,Acero
4376,Convertidor al Oxígeno,0.0,Ene,2019,Acero
4378,HIERRO DE PRIMERA FUSIÓN,1008340.56232333,Ene,2019,Básicos
4379,Arrabio,413302.62032333,Ene,2019,Básicos
4380,Fierro Esponja,595037.942,Ene,2019,Básicos
4381,Ferroaleaciones,23528.100431333332,Ene,2019,Básicos
4382,Granallas y Polvos,5114.2374442,Ene,2019,Básicos
4384,Planchón,281787.8073494,Ene,2019,Semiterminados
4385,"Lingotes, Palanquillas, etc.",129066.130137,Ene,2019,Semiterminados
4388,Placa,279558.73696073337,Ene,2019,Planos
4389,en Rollo,162082.24678129717,Ene,2019,Planos
4390,en Hoja,117476.49017943621,Ene,2019,Planos
4391,Lámina en Caliente,345496.1020032,Ene,2019,Planos
4392,Lámina en Frío,342803.91431290004,Ene,2019,Planos
4393,Lámina con Recubrimiento,388709.9698964368,Ene,2019,Planos
4394,Lámina Galvanizada,341807.83565687004,Ene,2019,Planos
4395,Lámina Estañada (Hojalata),22504.802793666702,Ene,2019,Planos
4396,Lámina Cromada,16666.213103000002,Ene,2019,Planos
4397,Planos con Otros Recubiertos y Trabajos,7731.1183429,Ene,2019,Planos
4398,Planos de Acero al Silicio,30886.3131846,Ene,2019,Planos
4399,Planos de Acero Aleado,151131.8997251,Ene,2019,Planos
4400,Planos de Acero Inoxidable,45806.5476403,Ene,2019,Planos
4401,"Cintas, Tiras y Flejes",2091.262859,Ene,2019,Planos
4403,Alambrón,207928.17341037,Ene,2019,Largos
4404,Alambre y derivados,153355.5004653,Ene,2019,Largos
4405,Alambre,156800.5242115,Ene,2019,Largos
4406,Derivados de alambre,-3445.0237462000005,Ene,2019,Largos
4407,Varilla Corrugada,360036.676292,Ene,2019,Largos
4408,Perfiles Estructurales (Caliente y Frío),103514.23380863,Ene,2019,Largos
4409,Caliente,108423.79223183,Ene,2019,Largos
4410,Frío,-4909.5584232,Ene,2019,Largos
4411,Perfiles Comerciales formados en Caliente,42102.17057196699,Ene,2019,Largos
4412,Barras,131424.38714646702,Ene,2019,Largos
4413,Perfiles Inoxidables y Aleados,2227.3918075,Ene,2019,Largos
4414,Rieles,5588.2401853,Ene,2019,Largos
4415,TUBOS CON Y SIN COSTURA,81679.08389113299,Ene,2019,Terminados
4416,Tubos sin Costura,19699.491520732998,Ene,2019,Terminados
4417,Tubos con Costura,61979.592370399994,Ene,2019,Terminados
4418,Tubos c/Costura ≤ 406.4 mm,46604.92909563299,Ene,2019,Terminados
4419,Tubos c/Costura > 406.4 mm,15374.663274767,Ene,2019,Terminados
4421,Mineral de Hierro,790445.57528,Feb,2019,Materias Primas
4422,Carbón Mineral,1298448.0544520002,Feb,2019,Materias Primas
4423,Coque,170855.822599,Feb,2019,Materias Primas
4424,Chatarra,913481.4127030639,Feb,2019,Materias Primas
4425,Material Relaminable,1976.496191,Feb,2019,Materias Primas
4427,Horno Eléctrico,0.0,Feb,2019,Acero
4428,Convertidor al Oxígeno,0.0,Feb,2019,Acero
4430,HIERRO DE PRIMERA FUSIÓN,918475.13096633,Feb,2019,Básicos
4431,Arrabio,394190.12851633,Feb,2019,Básicos
4432,Fierro Esponja,524285.00245,Feb,2019,Básicos
4433,Ferroaleaciones,22360.319120333334,Feb,2019,Básicos
4434,Granallas y Polvos,4670.8900508,Feb,2019,Básicos
4436,Planchón,306346.4191144,Feb,2019,Semiterminados
4437,"Lingotes, Palanquillas, etc.",136618.107005,Feb,2019,Semiterminados
4440,Placa,296415.80911533337,Feb,2019,Planos
4441,en Rollo,189956.84366129717,Feb,2019,Planos
4442,en Hoja,106458.96545403621,Feb,2019,Planos
4443,Lámina en Caliente,319276.8569622,Feb,2019,Planos
4444,Lámina en Frío,299574.0407674,Feb,2019,Planos
4445,Lámina con Recubrimiento,346789.0266129367,Feb,2019,Planos
4446,Lámina Galvanizada,306838.17239107005,Feb,2019,Planos
4447,Lámina Estañada (Hojalata),17933.4001996667,Feb,2019,Planos
4448,Lámina Cromada,23026.443446,Feb,2019,Planos
4449,Planos con Otros Recubiertos y Trabajos,-1008.9894237999997,Feb,2019,Planos
4450,Planos de Acero al Silicio,17243.559491,Feb,2019,Planos
4451,Planos de Acero Aleado,113024.5242823,Feb,2019,Planos
4452,Planos de Acero Inoxidable,53804.2747945,Feb,2019,Planos
4453,"Cintas, Tiras y Flejes",1989.010129,Feb,2019,Planos
4455,Alambrón,185014.46870647,Feb,2019,Largos
4456,Alambre y derivados,145885.3923809,Feb,2019,Largos
4457,Alambre,149627.9367359,Feb,2019,Largos
4458,Derivados de alambre,-3742.544355000001,Feb,2019,Largos
4459,Varilla Corrugada,308910.709501,Feb,2019,Largos
4460,Perfiles Estructurales (Caliente y Frío),90747.641783333,Feb,2019,Largos
4461,Caliente,96892.648285133,Feb,2019,Largos
4462,Frío,-6145.0065018,Feb,2019,Largos
4463,Perfiles Comerciales formados en Caliente,42187.938602867,Feb,2019,Largos
4464,Barras,137278.15614946702,Feb,2019,Largos
4465,Perfiles Inoxidables y Aleados,3212.5358965,Feb,2019,Largos
4466,Rieles,7609.788556,Feb,2019,Largos
4467,TUBOS CON Y SIN COSTURA,88377.919978633,Feb,2019,Terminados
4468,Tubos sin Costura,34529.29694093299,Feb,2019,Terminados
4469,Tubos con Costura,53848.6230377,Feb,2019,Terminados
4470,Tubos c/Costura ≤ 406.4 mm,36012.167553533,Feb,2019,Terminados
4471,Tubos c/Costura > 406.4 mm,17836.455484167,Feb,2019,Terminados
4473,Mineral de Hierro,735398.939211,Mar,2019,Materias Primas
4474,Carbón Mineral,1379986.11975,Mar,2019,Materias Primas
4475,Coque,214841.060799,Mar,2019,Materias Primas
4476,Chatarra,915598.796003064,Mar,2019,Materias Primas
4477,Material Relaminable,3307.603738,Mar,2019,Materias Primas
4479,Horno Eléctrico,0.0,Mar,2019,Acero
4480,Convertidor al Oxígeno,0.0,Mar,2019,Acero
4482,HIERRO DE PRIMERA FUSIÓN,969386.4685533299,Mar,2019,Básicos
4483,Arrabio,378966.74355332996,Mar,2019,Básicos
4484,Fierro Esponja,590419.725,Mar,2019,Básicos
4485,Ferroaleaciones,23068.05460533333,Mar,2019,Básicos
4486,Granallas y Polvos,5511.832096,Mar,2019,Básicos
4488,Planchón,237119.66018189996,Mar,2019,Semiterminados
4489,"Lingotes, Palanquillas, etc.",153726.087235,Mar,2019,Semiterminados
4492,Placa,282866.7915506334,Mar,2019,Planos
4493,en Rollo,168969.00032679716,Mar,2019,Planos
4494,en Hoja,113897.79122383622,Mar,2019,Planos
4495,Lámina en Caliente,336038.8155076,Mar,2019,Planos
4496,Lámina en Frío,329990.9022376,Mar,2019,Planos
4497,Lámina con Recubrimiento,394189.7983199366,Mar,2019,Planos
4498,Lámina Galvanizada,339340.80036776996,Mar,2019,Planos
4499,Lámina Estañada (Hojalata),38810.4707189667,Mar,2019,Planos
4500,Lámina Cromada,15030.867997,Mar,2019,Planos
4501,Planos con Otros Recubiertos y Trabajos,1007.659236200001,Mar,2019,Planos
4502,Planos de Acero al Silicio,34265.742431,Mar,2019,Planos
4503,Planos de Acero Aleado,157374.0196072,Mar,2019,Planos
4504,Planos de Acero Inoxidable,54213.4490238,Mar,2019,Planos
4505,"Cintas, Tiras y Flejes",1629.8784855,Mar,2019,Planos
4507,Alambrón,192309.94185367,Mar,2019,Largos
4508,Alambre y derivados,154968.9607389,Mar,2019,Largos
4509,Alambre,159696.3485277,Mar,2019,Largos
4510,Derivados de alambre,-4727.387788800001,Mar,2019,Largos
4511,Varilla Corrugada,271856.585857,Mar,2019,Largos
4512,Perfiles Estructurales (Caliente y Frío),74497.782340833,Mar,2019,Largos
4513,Caliente,79446.55138183301,Mar,2019,Largos
4514,Frío,-4948.769041,Mar,2019,Largos
4515,Perfiles Comerciales formados en Caliente,47992.427070967,Mar,2019,Largos
4516,Barras,141884.239959467,Mar,2019,Largos
4517,Perfiles Inoxidables y Aleados,1316.4098668,Mar,2019,Largos
4518,Rieles,7702.152485,Mar,2019,Largos
4519,TUBOS CON Y SIN COSTURA,108724.54045163299,Mar,2019,Terminados
4520,Tubos sin Costura,40779.143183333,Mar,2019,Terminados
4521,Tubos con Costura,67945.39726829999,Mar,2019,Terminados
4522,Tubos c/Costura ≤ 406.4 mm,39200.46546133299,Mar,2019,Terminados
4523,Tubos c/Costura > 406.4 mm,28744.931806967,Mar,2019,Terminados
4525,Mineral de Hierro,889018.365974,Abr,2019,Materias Primas
4526,Carbón Mineral,1125339.3988879998,Abr,2019,Materias Primas
4527,Coque,132239.075011,Abr,2019,Materias Primas
4528,Chatarra,907444.808103064,Abr,2019,Materias Primas
4529,Material Relaminable,952.2184840000001,Abr,2019,Materias Primas
4531,Horno Eléctrico,0.0,Abr,2019,Acero
4532,Convertidor al Oxígeno,0.0,Abr,2019,Acero
4534,HIERRO DE PRIMERA FUSIÓN,998101.5828033299,Abr,2019,Básicos
4535,Arrabio,420707.45120333,Abr,2019,Básicos
4536,Fierro Esponja,577394.1316,Abr,2019,Básicos
4537,Ferroaleaciones,23563.631176333336,Abr,2019,Básicos
4538,Granallas y Polvos,4652.732045,Abr,2019,Básicos
4540,Planchón,315840.7797221,Abr,2019,Semiterminados
4541,"Lingotes, Palanquillas, etc.",170596.22104799998,Abr,2019,Semiterminados
4544,Placa,256437.80889083337,Abr,2019,Planos
4545,en Rollo,170881.97993779715,Abr,2019,Planos
4546,en Hoja,85555.82895303622,Abr,2019,Planos
4547,Lámina en Caliente,365901.112345,Abr,2019,Planos
4548,Lámina en Frío,347532.66881420003,Abr,2019,Planos
4549,Lámina con Recubrimiento,382189.3436755367,Abr,2019,Planos
4550,Lámina Galvanizada,334348.19313017,Abr,2019,Planos
4551,Lámina Estañada (Hojalata),24754.0442489667,Abr,2019,Planos
4552,Lámina Cromada,16538.863971,Abr,2019,Planos
4553,Planos con Otros Recubiertos y Trabajos,6548.2423254,Abr,2019,Planos
4554,Planos de Acero al Silicio,34725.83559,Abr,2019,Planos
4555,Planos de Acero Aleado,200480.2187922,Abr,2019,Planos
4556,Planos de Acero Inoxidable,43040.4845844,Abr,2019,Planos
4557,"Cintas, Tiras y Flejes",2420.8423839999996,Abr,2019,Planos
4559,Alambrón,206076.81184967,Abr,2019,Largos
4560,Alambre y derivados,167345.6318586,Abr,2019,Largos
4561,Alambre,174820.41225570004,Abr,2019,Largos
4562,Derivados de alambre,-7474.7803971,Abr,2019,Largos
4563,Varilla Corrugada,265973.395182,Abr,2019,Largos
4564,Perfiles Estructurales (Caliente y Frío),77716.12061813299,Abr,2019,Largos
4565,Caliente,81052.25819093299,Abr,2019,Largos
4566,Frío,-3336.1375728000003,Abr,2019,Largos
4567,Perfiles Comerciales formados en Caliente,50574.054314267,Abr,2019,Largos
4568,Barras,145197.060345467,Abr,2019,Largos
4569,Perfiles Inoxidables y Aleados,2159.8416203,Abr,2019,Largos
4570,Rieles,6825.9457708,Abr,2019,Largos
4571,TUBOS CON Y SIN COSTURA,88992.337633833,Abr,2019,Terminados
4572,Tubos sin Costura,27334.566652333,Abr,2019,Terminados
4573,Tubos con Costura,61657.7709815,Abr,2019,Terminados
4574,Tubos c/Costura ≤ 406.4 mm,32277.758042933,Abr,2019,Terminados
4575,Tubos c/Costura > 406.4 mm,29380.012938566997,Abr,2019,Terminados
4577,Mineral de Hierro,814202.04364,May,2019,Materias Primas
4578,Carbón Mineral,1326180.4978359998,May,2019,Materias Primas
4579,Coque,222627.36099800002,May,2019,Materias Primas
4580,Chatarra,964527.0260030641,May,2019,Materias Primas
4581,Material Relaminable,2297.86899,May,2019,Materias Primas
4583,Horno Eléctrico,0.0,May,2019,Acero
4584,Convertidor al Oxígeno,0.0,May,2019,Acero
4586,HIERRO DE PRIMERA FUSIÓN,936052.1154433299,May,2019,Básicos
4587,Arrabio,364799.44501332997,May,2019,Básicos
4588,Fierro Esponja,571252.6704299999,May,2019,Básicos
4589,Ferroaleaciones,24108.54115733333,May,2019,Básicos
4590,Granallas y Polvos,5680.4409727,May,2019,Básicos
4592,Planchón,247597.4935027,May,2019,Semiterminados
4593,"Lingotes, Palanquillas, etc.",185756.14708800003,May,2019,Semiterminados
4596,Placa,263578.57285113336,May,2019,Planos
4597,en Rollo,166030.80116129713,May,2019,Planos
4598,en Hoja,97547.77168983621,May,2019,Planos
4599,Lámina en Caliente,345421.8032574,May,2019,Planos
4600,Lámina en Frío,321833.49777759996,May,2019,Planos
4601,Lámina con Recubrimiento,400891.7439056367,May,2019,Planos
4602,Lámina Galvanizada,356962.44784977,May,2019,Planos
4603,Lámina Estañada (Hojalata),18541.9305814667,May,2019,Planos
4604,Lámina Cromada,18511.611566,May,2019,Planos
4605,Planos con Otros Recubiertos y Trabajos,6875.7539084,May,2019,Planos
4606,Planos de Acero al Silicio,27770.159207,May,2019,Planos
4607,Planos de Acero Aleado,159156.3165054,May,2019,Planos
4608,Planos de Acero Inoxidable,57617.9000488,May,2019,Planos
4609,"Cintas, Tiras y Flejes",2696.3426227,May,2019,Planos
4611,Alambrón,203777.92508367,May,2019,Largos
4612,Alambre y derivados,181252.3296983,May,2019,Largos
4613,Alambre,187339.9499063,May,2019,Largos
4614,Derivados de alambre,-6087.620208,May,2019,Largos
4615,Varilla Corrugada,288651.891681,May,2019,Largos
4616,Perfiles Estructurales (Caliente y Frío),83157.31178493299,May,2019,Largos
4617,Caliente,90742.50179263299,May,2019,Largos
4618,Frío,-7585.190007700001,May,2019,Largos
4619,Perfiles Comerciales formados en Caliente,49915.231408967,May,2019,Largos
4620,Barras,147062.473547067,May,2019,Largos
4621,Perfiles Inoxidables y Aleados,2726.7470929999995,May,2019,Largos
4622,Rieles,5072.756251,May,2019,Largos
4623,TUBOS CON Y SIN COSTURA,107719.534388933,May,2019,Terminados
4624,Tubos sin Costura,45141.85426223299,May,2019,Terminados
4625,Tubos con Costura,62577.680126700005,May,2019,Terminados
4626,Tubos c/Costura ≤ 406.4 mm,43933.621140933006,May,2019,Terminados
4627,Tubos c/Costura > 406.4 mm,18644.058985767,May,2019,Terminados
4629,Mineral de Hierro,988438.293949,Jun,2019,Materias Primas
4630,Carbón Mineral,1520810.259397,Jun,2019,Materias Primas
4631,Coque,167188.72421299998,Jun,2019,Materias Primas
4632,Chatarra,794004.1960030639,Jun,2019,Materias Primas
4633,Material Relaminable,573.95748,Jun,2019,Materias Primas
4635,Horno Eléctrico,0.0,Jun,2019,Acero
4636,Convertidor al Oxígeno,0.0,Jun,2019,Acero
4638,HIERRO DE PRIMERA FUSIÓN,843511.00584333,Jun,2019,Básicos
4639,Arrabio,352943.04271332995,Jun,2019,Básicos
4640,Fierro Esponja,490567.96313,Jun,2019,Básicos
4641,Ferroaleaciones,22081.034620333332,Jun,2019,Básicos
4642,Granallas y Polvos,3911.0232902,Jun,2019,Básicos
4644,Planchón,300562.0000583,Jun,2019,Semiterminados
4645,"Lingotes, Palanquillas, etc.",199113.9458826,Jun,2019,Semiterminados
4648,Placa,207187.48760933336,Jun,2019,Planos
4649,en Rollo,120345.48120779716,Jun,2019,Planos
4650,en Hoja,86842.0064015362,Jun,2019,Planos
4651,Lámina en Caliente,294697.1242674,Jun,2019,Planos
4652,Lámina en Frío,320532.6337722,Jun,2019,Planos
4653,Lámina con Recubrimiento,357225.8037126367,Jun,2019,Planos
4654,Lámina Galvanizada,319856.45055347,Jun,2019,Planos
4655,Lámina Estañada (Hojalata),15854.094907966699,Jun,2019,Planos
4656,Lámina Cromada,13814.090303,Jun,2019,Planos
4657,Planos con Otros Recubiertos y Trabajos,7701.1679482,Jun,2019,Planos
4658,Planos de Acero al Silicio,24097.768546,Jun,2019,Planos
4659,Planos de Acero Aleado,120282.073495,Jun,2019,Planos
4660,Planos de Acero Inoxidable,47759.094640100004,Jun,2019,Planos
4661,"Cintas, Tiras y Flejes",2438.3998174999997,Jun,2019,Planos
