Año,Mes,País,Producto,Importacion
2016,Agosto,Argentina,Laminados,36.78658333333333
2016,Agosto,Bolivia,Largos,32.124827
2016,Agosto,Bolivia,Planos,19.961034
2016,Agosto,Bolivia,Tubos Sin Costura,0.499467
2016,Agosto,Bolivia,Laminados,52.58532800000001
2016,Agosto,Brasil,Largos,30.556
2016,Agosto,Brasil,Planos,59.158
2016,Agosto,Brasil,Tubos Sin Costura,0.0
2016,Agosto,Brasil,Laminados,269.552
2016,Agosto,Chile,Largos,31.27466598
2016,Agosto,Chile,Planos,120.36470827999997
2016,Agosto,Chile,Tubos Sin Costura,1.0486023000000002
2016,Agosto,Chile,Laminados,152.68797655999998
2016,Agosto,Colombia,Largos,67.54529558
2016,Agosto,Colombia,Planos,132.60619071
2016,Agosto,Colombia,Tubos Sin Costura,5.199393320000001
2016,Agosto,Colombia,Laminados,205.35087961
2016,Agosto,Costa Rica,Largos,13.674726
2016,Agosto,Costa Rica,Planos,25.124678
2016,Agosto,Costa Rica,Tubos Sin Costura,0.457556
2016,Agosto,Costa Rica,Laminados,39.25695999999999
2016,Agosto,Ecuador,Largos,20.817053279999996
2016,Agosto,Ecuador,Planos,45.67503083000002
2016,Agosto,Ecuador,Tubos Sin Costura,3.695351390000002
2016,Agosto,Ecuador,Laminados,70.1874355
2016,Agosto,El Salvador,Largos,16.975710060000004
2016,Agosto,El Salvador,Planos,20.374606909999997
2016,Agosto,El Salvador,Tubos Sin Costura,0.40992105000000006
2016,Agosto,El Salvador,Laminados,37.76023802
2016,Agosto,Guatemala,Largos,48.259148
2016,Agosto,Guatemala,Planos,37.822404
2016,Agosto,Guatemala,Tubos Sin Costura,0.255357
2016,Agosto,Guatemala,Laminados,86.336909
2016,Agosto,Honduras,Largos,13.57089641
2016,Agosto,Honduras,Planos,14.019210809999997
2016,Agosto,Honduras,Tubos Sin Costura,0.19796552
2016,Agosto,Honduras,Laminados,27.788072739999997
2016,Agosto,México,Largos,129.835323466
2016,Agosto,México,Planos,709.6399463629999
2016,Agosto,México,Tubos Sin Costura,8.718868414000001
2016,Agosto,México,Laminados,848.1941382429999
2016,Agosto,Panamá,Largos,55.693943039999986
2016,Agosto,Panamá,Planos,20.809460059999996
2016,Agosto,Panamá,Tubos Sin Costura,1.3150343899999999
2016,Agosto,Panamá,Laminados,77.81843748999998
2016,Agosto,Paraguay,Largos,12.41540298
2016,Agosto,Paraguay,Planos,20.94390779
2016,Agosto,Paraguay,Tubos Sin Costura,0.35409832
2016,Agosto,Paraguay,Laminados,33.71340909
2016,Agosto,Perú,Largos,52.458652809999904
2016,Agosto,Perú,Planos,90.49653096999997
2016,Agosto,Perú,Tubos Sin Costura,6.4697963199999995
2016,Agosto,Perú,Laminados,149.42498009999986
2016,Agosto,Uruguay,Largos,2.62002799
2016,Agosto,Uruguay,Planos,8.177650309999999
2016,Agosto,Uruguay,Tubos Sin Costura,0.21334548
2016,Agosto,Uruguay,Laminados,11.011023779999999
2016,Agosto,Venezuela,Largos,1.182076
2016,Agosto,Venezuela,Planos,8.253328
2016,Agosto,Venezuela,Tubos Sin Costura,1.126928
2016,Agosto,Venezuela,Laminados,10.562332
2016,Septiembre,Argentina,Largos,23.25579166666667
2016,Septiembre,Argentina,Planos,23.079791666666672
2016,Septiembre,Argentina,Tubos Sin Costura,2.812
2016,Septiembre,Argentina,Laminados,49.147583333333344
2016,Septiembre,Bolivia,Largos,29.73014
2016,Septiembre,Bolivia,Planos,15.518632
2016,Septiembre,Bolivia,Tubos Sin Costura,0.647559
2016,Septiembre,Bolivia,Laminados,45.896331
2016,Septiembre,Brasil,Largos,51.119
2016,Septiembre,Brasil,Planos,79.181
2016,Septiembre,Brasil,Tubos Sin Costura,
2016,Septiembre,Brasil,Laminados,130.3
2016,Septiembre,Chile,Largos,30.75281410000001
2016,Septiembre,Chile,Planos,127.60469249000003
2016,Septiembre,Chile,Tubos Sin Costura,1.62407296
2016,Septiembre,Chile,Laminados,159.98157955000005
2016,Septiembre,Colombia,Largos,79.42520598
2016,Septiembre,Colombia,Planos,120.8602226
2016,Septiembre,Colombia,Tubos Sin Costura,3.8830240899999984
2016,Septiembre,Colombia,Laminados,204.16845267
2016,Septiembre,Costa Rica,Largos,9.16686
2016,Septiembre,Costa Rica,Planos,48.036529
2016,Septiembre,Costa Rica,Tubos Sin Costura,0.108953
2016,Septiembre,Costa Rica,Laminados,57.312342
2016,Septiembre,Ecuador,Largos,28.47134527
2016,Septiembre,Ecuador,Planos,52.67220024
2016,Septiembre,Ecuador,Tubos Sin Costura,10.3278117
2016,Septiembre,Ecuador,Laminados,91.47135721
2016,Septiembre,El Salvador,Largos,6.30364332
2016,Septiembre,El Salvador,Planos,10.635868350000004
2016,Septiembre,El Salvador,Tubos Sin Costura,0.13658916999999998
2016,Septiembre,El Salvador,Laminados,17.076100840000006
2016,Septiembre,Guatemala,Largos,9.278742
2016,Septiembre,Guatemala,Planos,45.370245
2016,Septiembre,Guatemala,Tubos Sin Costura,0.862429
2016,Septiembre,Guatemala,Laminados,55.511416
2016,Septiembre,Honduras,Largos,13.849088140000001
2016,Septiembre,Honduras,Planos,35.92396653
2016,Septiembre,Honduras,Tubos Sin Costura,0.38797464000000004
2016,Septiembre,Honduras,Laminados,50.16102931
2016,Septiembre,México,Largos,184.13222214900003
2016,Septiembre,México,Planos,713.5257636409999
2016,Septiembre,México,Tubos Sin Costura,7.498426853000001
2016,Septiembre,México,Laminados,905.1564126429998
2016,Septiembre,Panamá,Largos,22.384031070000002
2016,Septiembre,Panamá,Planos,10.3546035
2016,Septiembre,Panamá,Tubos Sin Costura,0.28738895
2016,Septiembre,Panamá,Laminados,33.02602352
2016,Septiembre,Paraguay,Largos,9.86209006
2016,Septiembre,Paraguay,Planos,10.847497080000002
2016,Septiembre,Paraguay,Tubos Sin Costura,0.08222982000000001
2016,Septiembre,Paraguay,Laminados,20.791816960000002
2016,Septiembre,Perú,Largos,53.55830938000002
2016,Septiembre,Perú,Planos,78.72053269000001
2016,Septiembre,Perú,Tubos Sin Costura,4.30166559000001
2016,Septiembre,Perú,Laminados,136.58050766000002
2016,Septiembre,Uruguay,Largos,3.526671
2016,Septiembre,Uruguay,Planos,6.955729
2016,Septiembre,Uruguay,Tubos Sin Costura,0.12803
2016,Septiembre,Uruguay,Laminados,10.610430000000001
2016,Septiembre,Venezuela,Largos,2.012059
2016,Septiembre,Venezuela,Planos,7.69583
2016,Septiembre,Venezuela,Tubos Sin Costura,3.00587
2016,Septiembre,Venezuela,Laminados,12.713759
2016,Octubre,Argentina,Largos,15.949791666666668
2016,Octubre,Argentina,Planos,37.537791666666664
2016,Octubre,Argentina,Tubos Sin Costura,0.631
2016,Octubre,Argentina,Laminados,54.11858333333333
2016,Octubre,Bolivia,Largos,31.344939
2016,Octubre,Bolivia,Planos,13.41144
2016,Octubre,Bolivia,Tubos Sin Costura,0.102557
2016,Octubre,Bolivia,Laminados,44.858936
2016,Octubre,Brasil,Largos,38.117
2016,Octubre,Brasil,Planos,154.481
2016,Octubre,Brasil,Tubos Sin Costura,
2016,Octubre,Brasil,Laminados,192.59799999999998
2016,Octubre,Chile,Largos,33.72422520999998
2016,Octubre,Chile,Planos,80.93813779000004
2016,Octubre,Chile,Tubos Sin Costura,2.22425391
2016,Octubre,Chile,Laminados,116.88661691000003
2016,Octubre,Colombia,Largos,57.84181782999999
2016,Octubre,Colombia,Planos,112.03758012999998
2016,Octubre,Colombia,Tubos Sin Costura,5.74931064
2016,Octubre,Colombia,Laminados,175.62870859999998
2016,Octubre,Costa Rica,Largos,15.096458
2016,Octubre,Costa Rica,Planos,24.181195
2016,Octubre,Costa Rica,Tubos Sin Costura,0.262506
2016,Octubre,Costa Rica,Laminados,39.540159
2016,Octubre,Ecuador,Largos,32.255689189999984
2016,Octubre,Ecuador,Planos,48.11282615999999
2016,Octubre,Ecuador,Tubos Sin Costura,8.234785510000004
2016,Octubre,Ecuador,Laminados,88.60330085999998
2016,Octubre,El Salvador,Largos,9.136373629999998
2016,Octubre,El Salvador,Planos,28.24501758
2016,Octubre,El Salvador,Tubos Sin Costura,0.34028593000000007
2016,Octubre,El Salvador,Laminados,37.72167714
2016,Octubre,Guatemala,Largos,16.267619
2016,Octubre,Guatemala,Planos,51.000928
2016,Octubre,Guatemala,Tubos Sin Costura,0.591751
2016,Octubre,Guatemala,Laminados,67.860298
2016,Octubre,Honduras,Largos,13.220171
2016,Octubre,Honduras,Planos,9.40807434
2016,Octubre,Honduras,Tubos Sin Costura,0.09041853000000001
2016,Octubre,Honduras,Laminados,22.71866387
2016,Octubre,México,Largos,175.172379521
2016,Octubre,México,Planos,670.3546359390001
2016,Octubre,México,Tubos Sin Costura,7.863863724999999
2016,Octubre,México,Laminados,853.3908791850001
2016,Octubre,Panamá,Largos,42.754757090000005
2016,Octubre,Panamá,Planos,9.597985590000002
2016,Octubre,Panamá,Tubos Sin Costura,0.23711754000000002
2016,Octubre,Panamá,Laminados,52.589860220000006
2016,Octubre,Paraguay,Largos,7.74516666
2016,Octubre,Paraguay,Planos,15.6670924
2016,Octubre,Paraguay,Tubos Sin Costura,0.26865947
2016,Octubre,Paraguay,Laminados,23.68091853
2016,Octubre,Perú,Largos,72.24647382999993
2016,Octubre,Perú,Planos,92.55131884999999
2016,Octubre,Perú,Tubos Sin Costura,2.7435439500000007
2016,Octubre,Perú,Laminados,167.54133662999993
2016,Octubre,Uruguay,Largos,2.51368178
2016,Octubre,Uruguay,Planos,6.262214749999999
2016,Octubre,Uruguay,Tubos Sin Costura,0.16638349000000002
2016,Octubre,Uruguay,Laminados,8.942280019999998
2016,Octubre,Venezuela,Largos,3.9026
2016,Octubre,Venezuela,Planos,10.25651
2016,Octubre,Venezuela,Tubos Sin Costura,3.725773
2016,Octubre,Venezuela,Laminados,17.884883
2016,Noviembre,Argentina,Largos,27.86279166666667
2016,Noviembre,Argentina,Planos,22.30579166666667
2016,Noviembre,Argentina,Tubos Sin Costura,1.789
2016,Noviembre,Argentina,Laminados,51.957583333333346
2016,Noviembre,Bolivia,Largos,31.314647
2016,Noviembre,Bolivia,Planos,23.891168
2016,Noviembre,Bolivia,Tubos Sin Costura,0.481487
2016,Noviembre,Bolivia,Laminados,55.687302
2016,Noviembre,Brasil,Largos,61.235
2016,Noviembre,Brasil,Planos,106.856
2016,Noviembre,Brasil,Tubos Sin Costura,
2016,Noviembre,Brasil,Laminados,168.091
2016,Noviembre,Chile,Largos,41.07389987000002
2016,Noviembre,Chile,Planos,110.4022579
2016,Noviembre,Chile,Tubos Sin Costura,1.1799266199999998
2016,Noviembre,Chile,Laminados,152.65608439000002
2016,Noviembre,Colombia,Largos,73.86832016
2016,Noviembre,Colombia,Planos,116.04782174999995
2016,Noviembre,Colombia,Tubos Sin Costura,9.322378120000002
2016,Noviembre,Colombia,Laminados,199.23852002999996
2016,Noviembre,Costa Rica,Largos,19.431405
2016,Noviembre,Costa Rica,Planos,31.732997
2016,Noviembre,Costa Rica,Tubos Sin Costura,0.177451
2016,Noviembre,Costa Rica,Laminados,51.341853
2016,Noviembre,Ecuador,Largos,11.467863799999998
2016,Noviembre,Ecuador,Planos,68.90356173999999
2016,Noviembre,Ecuador,Tubos Sin Costura,1.6075453999999991
2016,Noviembre,Ecuador,Laminados,81.97897093999998
2016,Noviembre,El Salvador,Largos,16.246343109999998
2016,Noviembre,El Salvador,Planos,19.940170459999997
2016,Noviembre,El Salvador,Tubos Sin Costura,0.21340211000000003
2016,Noviembre,El Salvador,Laminados,36.39991567999999
2016,Noviembre,Guatemala,Largos,25.09927
2016,Noviembre,Guatemala,Planos,35.02942
2016,Noviembre,Guatemala,Tubos Sin Costura,0.506429
2016,Noviembre,Guatemala,Laminados,60.635119
2016,Noviembre,Honduras,Largos,9.699389489999998
2016,Noviembre,Honduras,Planos,23.115860440000006
2016,Noviembre,Honduras,Tubos Sin Costura,0.10546995999999999
2016,Noviembre,Honduras,Laminados,32.92071989000001
2016,Noviembre,México,Largos,164.449174221
2016,Noviembre,México,Planos,850.9065782839999
2016,Noviembre,México,Tubos Sin Costura,9.827078187999996
2016,Noviembre,México,Laminados,1025.182830693
2016,Noviembre,Panamá,Largos,28.025371999999994
2016,Noviembre,Panamá,Planos,13.752967639999994
2016,Noviembre,Panamá,Tubos Sin Costura,0.09075396
2016,Noviembre,Panamá,Laminados,41.869093599999985
2016,Noviembre,Paraguay,Largos,9.276241109999999
2016,Noviembre,Paraguay,Planos,21.71376528
2016,Noviembre,Paraguay,Tubos Sin Costura,0.06354224
2016,Noviembre,Paraguay,Laminados,31.053548629999998
2016,Noviembre,Perú,Largos,51.83677019999995
2016,Noviembre,Perú,Planos,50.84728565999999
2016,Noviembre,Perú,Tubos Sin Costura,3.817654209999996
2016,Noviembre,Perú,Laminados,106.50171006999994
2016,Noviembre,Uruguay,Largos,3.0971800700000003
2016,Noviembre,Uruguay,Planos,8.295132060000002
2016,Noviembre,Uruguay,Tubos Sin Costura,0.09116587000000001
2016,Noviembre,Uruguay,Laminados,11.483478000000002
2016,Noviembre,Venezuela,Largos,0.482413
2016,Noviembre,Venezuela,Planos,2.26418
2016,Noviembre,Venezuela,Tubos Sin Costura,1.889232
2016,Noviembre,Venezuela,Laminados,4.635825
2016,Diciembre,Argentina,Largos,19.82179166666667
2016,Diciembre,Argentina,Planos,28.07879166666667
2016,Diciembre,Argentina,Tubos Sin Costura,2.211
2016,Diciembre,Argentina,Laminados,50.11158333333334
2016,Diciembre,Bolivia,Largos,32.951868
2016,Diciembre,Bolivia,Planos,11.111663
2016,Diciembre,Bolivia,Tubos Sin Costura,0.19934
2016,Diciembre,Bolivia,Laminados,44.262871
2016,Diciembre,Brasil,Largos,45.0
2016,Diciembre,Brasil,Planos,89.0
2016,Diciembre,Brasil,Tubos Sin Costura,
2016,Diciembre,Brasil,Laminados,134.0
2016,Diciembre,Chile,Largos,19.26705789
2016,Diciembre,Chile,Planos,98.91561095000002
2016,Diciembre,Chile,Tubos Sin Costura,1.42393808
2016,Diciembre,Chile,Laminados,119.60660692000002
2016,Diciembre,Colombia,Largos,100.80433961000001
2016,Diciembre,Colombia,Planos,104.15180042
2016,Diciembre,Colombia,Tubos Sin Costura,10.695801690000001
2016,Diciembre,Colombia,Laminados,215.65194172000002
2016,Diciembre,Costa Rica,Largos,19.784589
2016,Diciembre,Costa Rica,Planos,37.75578
2016,Diciembre,Costa Rica,Tubos Sin Costura,0.185557
2016,Diciembre,Costa Rica,Laminados,57.725926
2016,Diciembre,Ecuador,Largos,17.79903957000001
2016,Diciembre,Ecuador,Planos,59.13907271000002
2016,Diciembre,Ecuador,Tubos Sin Costura,5.8444084900000055
2016,Diciembre,Ecuador,Laminados,82.78252077000003
2016,Diciembre,El Salvador,Largos,10.360885550000003
2016,Diciembre,El Salvador,Planos,19.059288619999997
2016,Diciembre,El Salvador,Tubos Sin Costura,0.16498181
2016,Diciembre,El Salvador,Laminados,29.58515598
2016,Diciembre,Guatemala,Largos,13.911981
2016,Diciembre,Guatemala,Planos,27.023273
2016,Diciembre,Guatemala,Tubos Sin Costura,0.275294
2016,Diciembre,Guatemala,Laminados,41.210548
2016,Diciembre,Honduras,Largos,14.008227380000003
2016,Diciembre,Honduras,Planos,16.04045259
2016,Diciembre,Honduras,Tubos Sin Costura,0.062080029999999994
2016,Diciembre,Honduras,Laminados,30.110760000000003
2016,Diciembre,México,Largos,144.3719707002
2016,Diciembre,México,Planos,694.4356001809999
2016,Diciembre,México,Tubos Sin Costura,7.185230817999999
2016,Diciembre,México,Laminados,845.9928016992
2016,Diciembre,Panamá,Largos,50.653073440000014
2016,Diciembre,Panamá,Planos,13.422377039999999
2016,Diciembre,Panamá,Tubos Sin Costura,1.1947870599999997
2016,Diciembre,Panamá,Laminados,65.27023754000001
2016,Diciembre,Paraguay,Largos,7.693175630000001
2016,Diciembre,Paraguay,Planos,25.25338268
2016,Diciembre,Paraguay,Tubos Sin Costura,0.060698169999999996
2016,Diciembre,Paraguay,Laminados,33.00725648
2016,Diciembre,Perú,Largos,51.10099728000003
2016,Diciembre,Perú,Planos,94.94786211999995
2016,Diciembre,Perú,Tubos Sin Costura,7.25539778
2016,Diciembre,Perú,Laminados,153.30425717999998
2016,Diciembre,Uruguay,Largos,3.42132481
2016,Diciembre,Uruguay,Planos,6.230991350000002
2016,Diciembre,Uruguay,Tubos Sin Costura,0.4871638700000001
2016,Diciembre,Uruguay,Laminados,10.139480030000001
2016,Diciembre,Venezuela,Largos,1.332001
2016,Diciembre,Venezuela,Planos,4.117977
2016,Diciembre,Venezuela,Tubos Sin Costura,2.451145
2016,Diciembre,Venezuela,Laminados,7.901123
2015,Enero,Argentina,Largos,22.75037375
2015,Enero,Argentina,Planos,39.41700449
2015,Enero,Argentina,Tubos Sin Costura,4.25505193
2015,Enero,Argentina,Laminados,66.42243017
2015,Enero,Bolivia,Largos,30.63355191999999
2015,Enero,Bolivia,Planos,18.759772889999997
2015,Enero,Bolivia,Tubos Sin Costura,2.7433290900000005
2015,Enero,Bolivia,Laminados,52.13665389999999
2015,Enero,Brasil,Largos,150.006
2015,Enero,Brasil,Planos,194.938
2015,Enero,Brasil,Tubos Sin Costura,
2015,Enero,Brasil,Laminados,344.94399999999996
2015,Enero,Chile,Largos,53.97030701000003
2015,Enero,Chile,Planos,121.63539021
2015,Enero,Chile,Tubos Sin Costura,2.2090015799999994
2015,Enero,Chile,Laminados,177.81469880000003
2015,Enero,Colombia,Largos,105.23698415000004
2015,Enero,Colombia,Planos,122.45564092000001
2015,Enero,Colombia,Tubos Sin Costura,10.44379235
2015,Enero,Colombia,Laminados,238.13641742000004
2015,Enero,Costa Rica,Largos,6.90128
2015,Enero,Costa Rica,Planos,40.118419
2015,Enero,Costa Rica,Tubos Sin Costura,0.441079
2015,Enero,Costa Rica,Laminados,47.460778000000005
2015,Enero,Ecuador,Largos,26.842962410000005
2015,Enero,Ecuador,Planos,47.03148953999997
2015,Enero,Ecuador,Tubos Sin Costura,12.404278940000003
2015,Enero,Ecuador,Laminados,86.27873088999998
2015,Enero,El Salvador,Largos,8.42564267
2015,Enero,El Salvador,Planos,16.710279730000003
2015,Enero,El Salvador,Tubos Sin Costura,2.727670009999999
2015,Enero,El Salvador,Laminados,27.863592410000003
2015,Enero,Guatemala,Largos,17.551607
2015,Enero,Guatemala,Planos,12.944565
2015,Enero,Guatemala,Tubos Sin Costura,0.903707
2015,Enero,Guatemala,Laminados,31.399879000000002
2015,Enero,Honduras,Largos,7.082631519999999
2015,Enero,Honduras,Planos,19.125045599999996
2015,Enero,Honduras,Tubos Sin Costura,0.3093171799999999
2015,Enero,Honduras,Laminados,26.516994299999997
2015,Enero,México,Largos,150.63788437300002
2015,Enero,México,Planos,666.6655578709999
2015,Enero,México,Tubos Sin Costura,10.422772120000001
2015,Enero,México,Laminados,827.7262143639999
2015,Enero,Panamá,Largos,37.105668690000016
2015,Enero,Panamá,Planos,0.9838219199999998
2015,Enero,Panamá,Tubos Sin Costura,0.04973575000000001
2015,Enero,Panamá,Laminados,38.139226360000016
2015,Enero,Paraguay,Largos,7.04477666
2015,Enero,Paraguay,Planos,14.24467583
2015,Enero,Paraguay,Tubos Sin Costura,0.028494779999999997
2015,Enero,Paraguay,Laminados,21.31794727
2015,Enero,Perú,Largos,78.84816590000004
2015,Enero,Perú,Planos,59.76029627000002
2015,Enero,Perú,Tubos Sin Costura,4.114395700000002
2015,Enero,Perú,Laminados,142.72285787000004
2015,Enero,Uruguay,Largos,6.105877210000001
2015,Enero,Uruguay,Planos,9.492854920000001
2015,Enero,Uruguay,Tubos Sin Costura,0.26213566
2015,Enero,Uruguay,Laminados,15.860867790000002
2015,Enero,Venezuela,Largos,18.465959800000007
2015,Enero,Venezuela,Planos,64.07739658
2015,Enero,Venezuela,Tubos Sin Costura,349.4259696800001
2015,Enero,Venezuela,Laminados,431.96932606000007
2015,Febrero,Argentina,Largos,17.82137772
2015,Febrero,Argentina,Planos,37.975033069999995
2015,Febrero,Argentina,Tubos Sin Costura,5.79455253
2015,Febrero,Argentina,Laminados,61.59096331999999
2015,Febrero,Bolivia,Largos,27.934007570000006
2015,Febrero,Bolivia,Planos,12.792380289999999
2015,Febrero,Bolivia,Tubos Sin Costura,3.11094797
2015,Febrero,Bolivia,Laminados,43.83733583
2015,Febrero,Brasil,Largos,84.638
2015,Febrero,Brasil,Planos,200.775
2015,Febrero,Brasil,Tubos Sin Costura,
2015,Febrero,Brasil,Laminados,285.413
2015,Febrero,Chile,Largos,12.483685149999992
2015,Febrero,Chile,Planos,92.40965623
2015,Febrero,Chile,Tubos Sin Costura,3.537438449999998
2015,Febrero,Chile,Laminados,108.43077982999998
2015,Febrero,Colombia,Largos,79.35140554
2015,Febrero,Colombia,Planos,107.74729263
2015,Febrero,Colombia,Tubos Sin Costura,15.04343019
2015,Febrero,Colombia,Laminados,202.14212836000002
2015,Febrero,Costa Rica,Largos,11.684353
2015,Febrero,Costa Rica,Planos,29.665791
2015,Febrero,Costa Rica,Tubos Sin Costura,0.432808
2015,Febrero,Costa Rica,Laminados,41.782952
2015,Febrero,Ecuador,Largos,6.4333294400000005
2015,Febrero,Ecuador,Planos,70.68596707000002
2015,Febrero,Ecuador,Tubos Sin Costura,0.9913367600000006
2015,Febrero,Ecuador,Laminados,78.11063327000001
2015,Febrero,El Salvador,Largos,17.878784969999998
2015,Febrero,El Salvador,Planos,22.780645
2015,Febrero,El Salvador,Tubos Sin Costura,0.47922574999999995
2015,Febrero,El Salvador,Laminados,41.138655719999996
2015,Febrero,Guatemala,Largos,29.033064
2015,Febrero,Guatemala,Planos,37.8376
2015,Febrero,Guatemala,Tubos Sin Costura,0.94284
2015,Febrero,Guatemala,Laminados,67.81350400000001
2015,Febrero,Honduras,Largos,7.882477290000001
2015,Febrero,Honduras,Planos,10.39438201
2015,Febrero,Honduras,Tubos Sin Costura,0.4925024
2015,Febrero,Honduras,Laminados,18.769361699999997
2015,Febrero,México,Largos,163.82591096500002
2015,Febrero,México,Planos,639.955189015
2015,Febrero,México,Tubos Sin Costura,8.764239422000003
2015,Febrero,México,Laminados,812.5453394020001
2015,Febrero,Panamá,Largos,41.898225999999994
2015,Febrero,Panamá,Planos,32.66674501
2015,Febrero,Panamá,Tubos Sin Costura,0.29536088000000005
2015,Febrero,Panamá,Laminados,74.86033189
2015,Febrero,Paraguay,Largos,4.3631852
2015,Febrero,Paraguay,Planos,17.46014182
2015,Febrero,Paraguay,Tubos Sin Costura,0.512771
2015,Febrero,Paraguay,Laminados,22.33609802
2015,Febrero,Perú,Largos,110.50608093999999
2015,Febrero,Perú,Planos,104.19049240000002
2015,Febrero,Perú,Tubos Sin Costura,12.501898569999994
2015,Febrero,Perú,Laminados,227.19847191000002
2015,Febrero,Uruguay,Largos,3.4676373300000005
2015,Febrero,Uruguay,Planos,5.51601527
2015,Febrero,Uruguay,Tubos Sin Costura,0.13369762000000002
2015,Febrero,Uruguay,Laminados,9.117350219999999
2015,Febrero,Venezuela,Largos,3.4980232199999994
2015,Febrero,Venezuela,Planos,41.02178560999999
2015,Febrero,Venezuela,Tubos Sin Costura,21.241434029999994
2015,Febrero,Venezuela,Laminados,65.76124285999998
2015,Marzo,Argentina,Largos,52.423235770000005
2015,Marzo,Argentina,Planos,43.67652273
2015,Marzo,Argentina,Tubos Sin Costura,4.6785283799999995
2015,Marzo,Argentina,Laminados,100.77828688000001
2015,Marzo,Bolivia,Largos,33.34252747000001
2015,Marzo,Bolivia,Planos,17.81757373
2015,Marzo,Bolivia,Tubos Sin Costura,2.2907553700000003
2015,Marzo,Bolivia,Laminados,53.450856570000006
2015,Marzo,Brasil,Largos,96.162
2015,Marzo,Brasil,Planos,169.722
2015,Marzo,Brasil,Tubos Sin Costura,
2015,Marzo,Brasil,Laminados,265.884
2015,Marzo,Chile,Largos,50.62303069000001
2015,Marzo,Chile,Planos,97.28559096000002
2015,Marzo,Chile,Tubos Sin Costura,1.6940799400000002
2015,Marzo,Chile,Laminados,149.60270159000004
2015,Marzo,Colombia,Largos,50.018355809999996
2015,Marzo,Colombia,Planos,109.61193866000002
2015,Marzo,Colombia,Tubos Sin Costura,11.37248574
2015,Marzo,Colombia,Laminados,171.00278021000003
2015,Marzo,Costa Rica,Largos,22.955828
2015,Marzo,Costa Rica,Planos,31.221125
2015,Marzo,Costa Rica,Tubos Sin Costura,0.324393
2015,Marzo,Costa Rica,Laminados,54.501346
2015,Marzo,Ecuador,Largos,6.530184110000001
2015,Marzo,Ecuador,Planos,102.56062412999998
2015,Marzo,Ecuador,Tubos Sin Costura,7.588023799999999
2015,Marzo,Ecuador,Laminados,116.67883203999999
2015,Marzo,El Salvador,Largos,9.606140339999998
2015,Marzo,El Salvador,Planos,19.173920159999994
2015,Marzo,El Salvador,Tubos Sin Costura,0.76747601
2015,Marzo,El Salvador,Laminados,29.54753650999999
2015,Marzo,Guatemala,Largos,10.756714
2015,Marzo,Guatemala,Planos,44.044289
2015,Marzo,Guatemala,Tubos Sin Costura,1.470179
2015,Marzo,Guatemala,Laminados,56.271182
2015,Marzo,Honduras,Largos,6.73237145
2015,Marzo,Honduras,Planos,30.803981310000005
2015,Marzo,Honduras,Tubos Sin Costura,0.31035312000000004
2015,Marzo,Honduras,Laminados,37.84670588000001
2015,Marzo,México,Largos,172.019273824
2015,Marzo,México,Planos,763.8413265649999
2015,Marzo,México,Tubos Sin Costura,12.469357085
2015,Marzo,México,Laminados,948.3299574739999
2015,Marzo,Panamá,Largos,25.89683428
2015,Marzo,Panamá,Planos,1.7932181600000003
2015,Marzo,Panamá,Tubos Sin Costura,0.5758890400000001
2015,Marzo,Panamá,Laminados,28.265941480000002
2015,Marzo,Paraguay,Largos,7.50326733
2015,Marzo,Paraguay,Planos,15.34251465
2015,Marzo,Paraguay,Tubos Sin Costura,0.07548591
2015,Marzo,Paraguay,Laminados,22.92126789
2015,Marzo,Perú,Largos,66.32416229999995
2015,Marzo,Perú,Planos,79.76494552999999
2015,Marzo,Perú,Tubos Sin Costura,4.910168270000003
2015,Marzo,Perú,Laminados,150.99927609999995
2015,Marzo,Uruguay,Largos,8.29411663
2015,Marzo,Uruguay,Planos,8.27201705
2015,Marzo,Uruguay,Tubos Sin Costura,0.13148864999999998
2015,Marzo,Uruguay,Laminados,16.69762233
2015,Marzo,Venezuela,Largos,33.37089036
2015,Marzo,Venezuela,Planos,55.22577673999999
2015,Marzo,Venezuela,Tubos Sin Costura,10.74192925
2015,Marzo,Venezuela,Laminados,99.33859634999999
2015,Abril,Argentina,Largos,21.65430036
2015,Abril,Argentina,Planos,70.38770801
2015,Abril,Argentina,Tubos Sin Costura,4.48526405
2015,Abril,Argentina,Laminados,96.52727241999999
2015,Abril,Bolivia,Largos,29.563735849999997
2015,Abril,Bolivia,Planos,13.189748279999996
2015,Abril,Bolivia,Tubos Sin Costura,3.0141535100000008
2015,Abril,Bolivia,Laminados,45.76763763999999
2015,Abril,Brasil,Largos,219.129
2015,Abril,Brasil,Planos,175.048
2015,Abril,Brasil,Tubos Sin Costura,
2015,Abril,Brasil,Laminados,394.177
2015,Abril,Chile,Largos,25.4728164
2015,Abril,Chile,Planos,150.6891164600001
2015,Abril,Chile,Tubos Sin Costura,3.1845227900000017
2015,Abril,Chile,Laminados,179.34645565000008
2015,Abril,Colombia,Largos,85.95654875999999
2015,Abril,Colombia,Planos,77.59651197000001
2015,Abril,Colombia,Tubos Sin Costura,21.666249419999975
2015,Abril,Colombia,Laminados,185.21931014999998
2015,Abril,Costa Rica,Largos,8.245487
2015,Abril,Costa Rica,Planos,37.445078
2015,Abril,Costa Rica,Tubos Sin Costura,0.408061
2015,Abril,Costa Rica,Laminados,46.09862600000001
2015,Abril,Ecuador,Largos,20.527096439999987
